Movie_Name,Genre,Running_Time,Metascore,Release_year,IMDb_Rating,Movie_Description,Votes,Gross
The Dead Zone,"Drama, Horror, Sci-Fi",103 min,69,1983,7.2,A man awakens from a coma to discover he has a psychic ability.,"74,293",$20.77M
Turtles Forever,"Animation, Action, Adventure",90 min,,2009,7.6,"The Teenage Mutant Ninja Turtles meet their match -- Literally! The modern, gritty Ninja Turtles must team up with their classic cartoon counterparts to stop two Shredders and their plans of multi-dimensional scale.","4,269",
The Great Mouse Detective,"Animation, Adventure, Family",74 min,73,1986,7.1,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.","52,422",$38.60M
Kidô senshi Gandamu,"Animation, Action, Adventure",137 min,,1981,7.1,A teenage boy must fight in an interplanetary war as the only available pilot to a revolutionary new giant battle robot.,"2,061",
Back to the Future Part III,"Adventure, Comedy, Sci-Fi",118 min,55,1990,7.4,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.","465,957",$87.73M
Dr. Caligari,"Comedy, Horror, Sci-Fi",80 min,,1989,6.2,The granddaughter of an infamous doctor experiments with hormone and shock therapies at her asylum for the insane.,"1,299",
Never Let Me Go,"Drama, Romance, Sci-Fi",103 min,69,2010,7.1,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.","149,936",$2.43M
Tremors,"Comedy, Horror",96 min,65,1990,7.1,Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,"144,465",$16.67M
A Scanner Darkly,"Animation, Comedy, Crime",100 min,73,2006,7,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,"115,144",$5.50M
Doctor Strange,"Action, Adventure, Fantasy",115 min,72,2016,7.5,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","775,790",$232.64M
Nothing Lasts Forever,"Comedy, Drama, Fantasy",82 min,,1984,6.2,"An artist fails a test and is required to direct traffic in New York City's Holland Tunnel. He winds up falling in love with a beautiful woman, after he takes a trip to the moon on a Lunar Cruiser.",928,
Mosura,"Adventure, Fantasy, Sci-Fi",101 min,,1961,6.5,"An expedition to Infant Island discovers a native population and tiny twin fairy priestesses of the island's mythical deity. Named Mothra, she sets out to rescue her fairies after they are kidnapped by an exploitative businessman.","4,855",
Trigun: Badlands Rumble,"Animation, Action, Adventure",90 min,,2010,7.4,"A gunfighter with a strict no-kill policy, Vash the Stampede arrives in a town full of bounty hunters competing to collect the reward for catching a robber he saved 20 years ago.","5,715",$0.06M
Codename: Kids Next Door - Operation Z.E.R.O.,"Animation, Action, Adventure",74 min,,2006,7.5,The knd must find a way to stop grandfather from ruling the world and turning everyone including adults into senior citizen zombies. Meanwhile numbuh one finds out his loser dad was the great numbuh zero.,"1,363",
Megamind,"Animation, Action, Comedy",95 min,63,2010,7.3,"Evil genius Megamind finally defeats his do-gooder nemesis, Metro Man, but is left without a purpose in a superhero-free world.","281,085",$148.42M
Ich bin dein Mensch,"Comedy, Drama, Romance",108 min,78,2021,7.1,"In order to obtain research funds for her studies, a scientist accepts an offer to participate in an extraordinary experiment: for three weeks, she is to live with a humanoid robot, created to make her happy.","11,165",
Nerawareta gakuen,"Fantasy, Sci-Fi",90 min,,1981,6.2,"Mitamura Yuka (Hiroko Yakushimaru) is a normal shy middle school student that has psychic powers. When a new student with similar powers begins to show his skills, by stealing the student ...                See full summary »",423,
Dung fong sam hap,"Action, Fantasy, Thriller",88 min,,1993,6.5,"While one tough woman with an invisible robe has stolen 18 babies for her powerful master, two other tough women and the cops try to stop her.","3,977",
La decima vittima,"Action, Comedy, Romance",92 min,,1965,6.6,"In a future where a human vs. human ""Big Hunt"" is used as an alternative to war, a veteran huntress' plan to kill a ""victim"" for a major TV sponsorship deal is compounded by romance.","4,765",
A.I. Artificial Intelligence,"Drama, Sci-Fi",146 min,65,2001,7.2,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.","316,567",$78.62M
A.R.O.G,"Comedy, Fantasy, Sci-Fi",127 min,,2008,7.3,Commander Logar fools Arif and sends him 1.000.000 years back in the time. He must civilize people from past to reach today.,"43,910",
eXistenZ,"Horror, Mystery, Sci-Fi",97 min,68,1999,6.8,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,"104,219",$2.84M
The Man Who Fell to Earth,"Drama, Sci-Fi",139 min,81,1976,6.6,"An alien must pose as a human to save his dying planet, but a woman and greed of other men create complications.","27,897",$0.10M
Sleeper,"Comedy, Sci-Fi",89 min,77,1973,7.1,A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,"44,083",$2.91M
Hokuto no Ken,"Animation, Action, Drama",110 min,,1986,7.1,"In a post-nuclear hellscape, a master of the deadly martial art ""Hokuto Shinken"" allies with two kids and an expert in ""Nanto Suicho-Ken"" to battle the tyrants who kidnapped his lover.","7,106",
Them!,"Horror, Sci-Fi",94 min,74,1954,7.2,The earliest atomic tests in New Mexico cause common ants to mutate into giant man-eating monsters that threaten civilization.,"23,267",
Mosura tai Gojira,"Adventure, Fantasy, Sci-Fi",89 min,,1964,6.5,"Mothra's egg washes ashore and is claimed by greedy entrepreneurs who refuse to return it to her fairies. As Godzilla arises near Nagoya, the people of Infant Island must decide if they are willing to answer Japan's own pleas for help.","9,502",
Scanners,"Horror, Sci-Fi, Thriller",103 min,60,1981,6.7,"A scientist trains a man with an advanced telepathic ability called ""scanning"" to stop a dangerous Scanner with extraordinary psychic powers from waging war against non scanners.","59,281",$14.23M
Poison,"Drama, Horror, Romance",85 min,67,1991,6.3,"A boy shoots his father and flies out the window. A man falls in love with a fellow inmate in prison. A doctor accidentally ingests his experimental sex serum, wreaking havoc on the community.","4,807",$0.61M
On the Beach,"Drama, Romance, Sci-Fi",134 min,55,1959,7.1,"After a global nuclear war, the residents of Australia must come to terms with the fact that all life will be destroyed in a matter of months.","13,969",$11.00M
Zack Snyder's Justice League,"Action, Adventure, Fantasy",242 min,54,2021,7.9,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.","420,991",
Spring,"Horror, Romance, Sci-Fi",109 min,70,2014,6.7,"A young man in a personal tailspin flees from US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.","30,209",$0.05M
Gojira,"Horror, Sci-Fi, Thriller",103 min,,1984,6.8,"The Japanese government suppresses the horrifying news of Godzilla's resurrection as political tensions increase between the United States and Soviet Union, both of whom are willing to bomb Japan to stop the monster.","1,808",
The Fly,"Drama, Horror, Sci-Fi",94 min,62,1958,7.1,A scientist has a horrific accident when he tries to use his newly invented teleportation device.,"24,680",$3.00M
The Monster Squad,"Action, Comedy, Fantasy",79 min,61,1987,6.9,A young group of monster fanatics attempt to save their hometown from Count Dracula and his monsters.,"33,905",$3.77M
Time After Time,"Adventure, Drama, Sci-Fi",112 min,69,1979,7.1,H.G. Wells pursues Jack the Ripper to the 20th Century when the serial murderer uses the future writer's time machine to escape his time period.,"19,913",
'Hukkunud Alpinisti' hotell,"Crime, Drama, Sci-Fi",80 min,,1979,6.6,"Police gets a call-out to a lonely hotel in the Alps. When an officer gets to the hotel everything seems to be all right. Suddenly, an avalanche cuts them out from the rest of the world, and strange things are going to happen.","1,535",
Genius Party,"Animation, Adventure, Fantasy",102 min,,2007,6.9,Several directors take part in an anthology dedicated to short anime films.,"1,599",
Real Genius,"Comedy, Romance, Sci-Fi",108 min,71,1985,6.9,"An uptight teenage prodigy enters a top engineering college, but feels awkward among the freewheeling students. When a professor aims to turn their laser project into a military weapon, he and his offbeat roommate plot to ruin the plan.","36,526",$13.00M
La cinquième saison,"Drama, Mystery",93 min,,2012,6.9,"In a scenic Belgian village, nature is turning its back on man. How will the locals cope with this new reality?","1,451",
Psycho Goreman,"Comedy, Horror, Sci-Fi",95 min,67,2020,6.3,"After unearthing a gem that controls an evil monster looking to destroy the Universe, a young girl and her brother use it to make him do their bidding.","14,295",
Don't Look Up,"Comedy, Drama, Sci-Fi",138 min,49,2021,7.2,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,"567,172",
Rôjin Z,"Animation, Comedy, Drama",80 min,,1991,6.8,A compassionate young nurse is determined to help an elderly invalid strapped to a revolutionary health care bed but there are unexpected consequences.,"2,994",
Star Wars: Episode III - Revenge of the Sith,"Action, Adventure, Fantasy",140 min,68,2005,7.6,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy.","819,575",$380.26M
Another Earth,"Drama, Romance, Sci-Fi",92 min,66,2011,6.9,"On the night of the discovery of a duplicate Earth in the Solar system, an ambitious young student and an accomplished composer cross paths in a tragic accident.","98,147",$1.32M
Scooby-Doo and the Cyber Chase,"Animation, Action, Adventure",74 min,,2001,7,"When Scooby and the gang get trapped in a video game created for them, they must fight against the 'Phantom Virus'. To escape the game they must go level by level and defeat the game once and for all.","8,959",
Turbo Kid,"Action, Adventure, Comedy",93 min,60,2015,6.7,"In a post-apocalyptic wasteland in 1997, a comic book fan adopts the persona of his favourite hero to save his enthusiastic friend and fight a tyrannical overlord.","29,055",$0.05M
Ozark Sharks,"Action, Adventure, Comedy",88 min,,2016,3.4,A vacation to the Ozarks turns upside-down when bull sharks somehow infiltrate Arkansas' freshwater lakes and wreak havoc on a town's big fireworks festival.,"1,041",
Churuli,"Fantasy, Mystery, Sci-Fi",120 min,,2021,7,"Two undercover cops who go in search of a fugitive enter another dimension occupied by uncivilized residents who are crass and rude. There, the two men get stuck in an apparent time loop as inexplicable events begin to occur.","4,870",
